id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
2350,277,Visa,Debit (Prepaid),4.59185E+15,2020-10-01,593,YES,1,145,2015-03-01,2015
5362,277,Discover,Credit,6.93204E+15,2020-03-01,285,YES,1,8600,2000-11-01,2014
5864,277,Mastercard,Debit,5.94862E+15,2016-03-01,985,NO,2,14098,2006-12-01,2009
1953,1716,Visa,Credit,4.03136E+15,2021-07-01,632,YES,1,8400,2020-02-01,2020
3552,516,Mastercard,Debit,5.44271E+15,2021-11-01,434,YES,1,16679,2012-06-01,2012
2292,516,Visa,Debit,4.94944E+15,2018-07-01,240,YES,1,13030,2011-03-01,2011
3406,516,Visa,Debit,4.97581E+15,2020-07-01,799,YES,2,14611,2008-06-01,2008
1709,516,Mastercard,Debit,5.77739E+15,2024-07-01,168,YES,2,11740,2020-02-01,2020
1710,620,Mastercard,Debit,5.32041E+15,2021-05-01,18,YES,2,15927,2020-02-01,2020
4084,159,Mastercard,Debit,5.2908E+15,2024-10-01,487,YES,1,14178,1995-08-01,2010
3223,159,Discover,Credit,6.33757E+15,2014-08-01,827,YES,1,5900,2001-06-01,2016
3815,159,Mastercard,Debit,5.50282E+15,2021-07-01,883,YES,2,13955,2007-07-01,2008
1099,478,Visa,Credit,4.56456E+15,2022-07-01,200,YES,1,15600,2006-02-01,2011
77,478,Mastercard,Debit (Prepaid),5.65907E+15,2023-11-01,602,YES,2,10,2005-01-01,2011
135,478,Mastercard,Debit,5.83343E+15,2024-02-01,624,NO,3,19263,2007-01-01,2011
5315,772,Mastercard,Debit,5.24765E+15,2021-09-01,162,YES,1,38814,2016-10-01,2016
4858,772,Mastercard,Debit,5.07322E+15,2024-12-01,541,YES,1,15297,2013-09-01,2013
3678,772,Mastercard,Debit (Prepaid),5.591E+15,2023-05-01,390,YES,2,62,2002-07-01,2011
3323,1537,Mastercard,Debit (Prepaid),5.03131E+15,2023-01-01,860,YES,2,51,2006-06-01,2006
3584,1429,Mastercard,Debit,5.19273E+15,2024-06-01,461,YES,1,13201,2014-06-01,2014
3140,1429,Visa,Debit,4.84669E+15,2015-03-01,677,YES,1,12353,2013-05-01,2013
3560,1429,Visa,Debit,4.98161E+15,2024-02-01,782,YES,1,18223,2012-06-01,2012
2378,1429,Visa,Debit,4.28469E+15,2020-02-01,396,YES,1,18757,2018-03-01,2018
15,1228,Mastercard,Debit,5.04701E+15,2024-09-01,300,YES,1,5966,2000-01-01,2020
4332,1228,Mastercard,Credit,5.96178E+15,2024-11-01,810,YES,1,7600,2010-08-01,2010
5273,1228,Mastercard,Debit,5.89844E+15,2022-10-01,793,YES,1,17832,2013-10-01,2013
3333,1228,Visa,Debit,4.20023E+15,2022-01-01,587,YES,1,17536,2006-06-01,2007
4419,1228,Visa,Debit,4.49908E+15,2021-02-01,551,NO,1,30393,2013-08-01,2013
2162,991,Visa,Credit,4.34594E+15,2007-08-01,391,YES,1,3100,2007-03-01,2008
902,1249,Visa,Credit,4.55429E+15,2020-02-01,7,YES,2,8700,2020-01-01,2020
4162,1242,Mastercard,Credit,5.68463E+15,2020-05-01,396,YES,1,6200,2005-08-01,2010
5102,1242,Visa,Credit,4.24329E+15,2024-09-01,603,YES,1,7400,2007-10-01,2019
4472,1759,Mastercard,Debit,5.58258E+15,2024-01-01,605,YES,2,14801,2018-08-01,2018
2893,1759,Visa,Credit,4.17461E+15,2024-10-01,977,YES,2,11000,2005-05-01,2020
4478,1759,Amex,Credit,3.50118E+14,2020-05-01,754,YES,2,9900,2019-08-01,2019
377,1759,Visa,Debit,4.05676E+15,2023-06-01,343,YES,2,15773,2018-01-01,2018
4232,1759,Visa,Debit,4.07658E+15,2024-04-01,992,YES,1,18365,2007-08-01,2010
266,1759,Discover,Credit,6.45174E+15,2023-10-01,409,YES,1,12300,2011-01-01,2011
4502,1058,Visa,Debit,4.10685E+15,2020-06-01,205,YES,1,15721,1999-09-01,2011
1102,1058,Amex,Credit,3.03085E+14,2023-09-01,130,YES,1,7100,2007-02-01,2009
3588,1058,Visa,Credit,4.9707E+15,2014-08-01,312,YES,2,8000,2014-06-01,2014
4102,1058,Mastercard,Credit,5.64335E+15,2020-06-01,64,YES,1,7800,2001-08-01,2013
277,1730,Mastercard,Debit,5.01692E+15,2020-12-01,869,YES,1,25429,2011-01-01,2011
357,1730,Mastercard,Debit,5.61879E+15,2021-02-01,271,YES,1,16925,2016-01-01,2016
5281,1730,Visa,Debit,4.08404E+15,2023-06-01,24,YES,1,19450,2013-10-01,2013
1711,1632,Mastercard,Debit,5.69416E+15,2021-10-01,775,YES,2,2264,2020-02-01,2020
903,1632,Visa,Debit,4.06855E+15,2020-01-01,884,YES,1,15914,2020-01-01,2020
1954,1632,Visa,Debit (Prepaid),4.27321E+15,2022-02-01,536,YES,1,58,2020-02-01,2020
904,1632,Visa,Debit,4.21085E+15,2024-05-01,812,NO,1,22944,2020-01-01,2020
5971,1224,Mastercard,Debit,5.93381E+15,2023-01-01,824,NO,1,21908,2009-12-01,2009
3874,1224,Visa,Credit,4.54944E+15,2022-03-01,975,YES,2,15700,2008-07-01,2011
905,1224,Visa,Credit,4.4255E+15,2024-10-01,933,YES,1,0,2020-01-01,2020
2412,1224,Visa,Credit,4.1445E+15,2024-05-01,73,YES,1,14800,2000-04-01,2007
2163,1940,Visa,Credit,4.59765E+15,2020-02-01,245,YES,2,5700,2007-03-01,2010
3859,1940,Mastercard,Credit,5.4054E+15,2020-02-01,44,YES,2,9100,2008-07-01,2008
4218,1940,Mastercard,Debit,5.53686E+15,2024-05-01,575,YES,2,8993,2007-08-01,2010
5451,1940,Discover,Credit,6.22203E+15,2023-06-01,688,YES,1,8000,2006-11-01,2009
3230,1940,Visa,Debit,4.91041E+15,2021-02-01,257,NO,2,311,2001-06-01,2011
663,1132,Mastercard,Credit,5.98851E+15,2020-11-01,754,YES,2,9700,2020-01-01,2020
1712,1132,Mastercard,Debit,5.94814E+15,2021-07-01,785,YES,1,23399,2020-02-01,2020
217,895,Visa,Credit,4.41917E+15,2023-11-01,167,YES,1,10300,2009-01-01,2013
3483,895,Mastercard,Debit,5.67004E+15,2024-05-01,368,NO,2,12100,2010-06-01,2015
1116,895,Mastercard,Debit (Prepaid),5.49087E+15,2018-10-01,222,YES,2,49,2007-02-01,2017
4333,1556,Mastercard,Debit,5.22539E+15,2023-09-01,891,YES,2,24772,2010-08-01,2010
1955,1556,Visa,Credit,4.96532E+15,2021-03-01,413,YES,2,15300,2020-02-01,2020
2972,1556,Mastercard,Debit (Prepaid),5.49759E+15,2022-07-01,306,YES,2,55,2008-05-01,2008
412,1556,Amex,Credit,3.84781E+14,2020-02-01,476,YES,2,11200,2020-01-01,2020
664,1025,Mastercard,Credit,5.09879E+15,2020-07-01,488,YES,2,7800,2020-01-01,2020
1713,1025,Mastercard,Debit,5.94859E+15,2020-02-01,386,YES,1,13558,2020-02-01,2020
906,1025,Visa,Credit,4.65511E+15,2021-09-01,146,YES,1,8500,2020-01-01,2020
1956,1025,Visa,Debit,4.47124E+15,2022-02-01,368,YES,2,11237,2020-02-01,2020
2075,1972,Amex,Credit,3.82031E+14,2012-08-01,412,NO,2,6000,2005-03-01,2013
5539,1972,Mastercard,Debit,5.89157E+15,2022-09-01,563,YES,1,957,2008-11-01,2012
5321,1972,Amex,Credit,3.37919E+14,2020-02-01,7,YES,2,4000,2017-10-01,2017
2466,1972,Mastercard,Credit,5.56621E+15,2024-03-01,115,YES,1,4900,2004-04-01,2004
4041,86,Visa,Debit,4.29344E+15,2022-04-01,847,YES,1,7967,2015-07-01,2015
3178,86,Mastercard,Debit,5.73889E+15,2019-06-01,261,YES,2,12490,2016-05-01,2016
907,86,Visa,Debit,4.64055E+15,2020-07-01,972,YES,2,9043,2020-01-01,2020
1957,344,Visa,Debit,4.24184E+15,2022-12-01,229,YES,2,1663,2020-02-01,2020
665,344,Mastercard,Debit,5.94389E+15,2022-06-01,355,YES,2,7283,2020-01-01,2020
666,344,Mastercard,Debit,5.96632E+15,2021-01-01,442,YES,1,23750,2020-01-01,2020
164,1189,Mastercard,Credit,5.19478E+15,2020-07-01,83,NO,1,8100,2008-01-01,2015
1958,1189,Visa,Credit,4.74534E+15,2023-10-01,273,YES,2,11800,2020-02-01,2020
4556,1189,Mastercard,Credit,5.73909E+15,2006-03-01,905,YES,1,15200,2004-09-01,2014
2067,1189,Mastercard,Debit,5.72177E+15,2024-10-01,877,YES,2,1633,2004-03-01,2011
6115,921,Visa,Debit,4.81603E+15,2023-11-01,163,YES,1,22704,2015-12-01,2015
3537,921,Visa,Debit,4.22663E+15,2024-10-01,874,YES,1,24069,2011-06-01,2011
3457,921,Visa,Debit,4.31973E+15,2020-05-01,720,YES,1,35073,2009-06-01,2009
4646,921,Mastercard,Debit,5.60734E+15,2023-07-01,833,YES,2,17731,2007-09-01,2011
2541,921,Mastercard,Debit,5.53536E+15,2021-04-01,557,YES,1,33980,2007-04-01,2010
3135,921,Mastercard,Debit,5.41566E+15,2024-03-01,112,YES,1,41714,2013-05-01,2013
2718,921,Mastercard,Debit,5.8384E+15,2024-06-01,439,NO,1,21466,2013-04-01,2013
4675,921,Mastercard,Debit,5.57061E+15,2024-02-01,572,YES,1,30547,2008-09-01,2008
5873,393,Visa,Debit,4.6712E+15,2024-02-01,89,YES,2,9752,2006-12-01,2008
1055,1254,Mastercard,Debit (Prepaid),5.1178E+15,2022-10-01,845,YES,1,114,2005-02-01,2009
6013,1254,Mastercard,Debit,5.48834E+15,2014-11-01,689,YES,2,14934,2010-12-01,2010
5616,1254,Mastercard,Debit,5.1419E+15,2024-11-01,270,YES,1,20294,2010-11-01,2010
1959,1254,Visa,Debit,4.08666E+15,2022-11-01,113,NO,2,20674,2020-02-01,2020
2510,1254,Mastercard,Credit,5.80787E+15,2021-05-01,343,YES,2,14000,2006-04-01,2007
4145,212,Visa,Debit,4.02628E+15,2023-02-01,204,YES,2,9310,2004-08-01,2009
908,212,Visa,Debit (Prepaid),4.11916E+15,2022-01-01,989,YES,1,60,2020-01-01,2020
1074,212,Visa,Credit,4.9376E+15,2009-01-01,747,YES,1,10200,2005-02-01,2008
2209,212,Visa,Debit,4.96067E+15,2010-04-01,645,YES,2,9477,2008-03-01,2014
2418,212,Mastercard,Debit,5.11027E+15,2024-08-01,532,YES,2,6795,2001-04-01,2009
4052,212,Amex,Credit,3.88351E+14,2023-07-01,188,YES,2,900,2017-07-01,2017
991,1262,Mastercard,Debit,5.19513E+15,2020-07-01,542,YES,2,4747,2001-02-01,2012
3324,1262,Mastercard,Debit,5.38497E+15,2022-04-01,569,YES,1,15702,2006-06-01,2007
2432,1262,Mastercard,Debit,5.39174E+15,2017-01-01,80,YES,1,3955,2002-04-01,2013
3794,122,Visa,Credit,4.23367E+15,2020-03-01,331,YES,2,8200,2006-07-01,2013
2447,122,Mastercard,Credit,5.77257E+15,2020-09-01,678,YES,1,5500,2003-04-01,2010
2034,122,Mastercard,Debit,5.6545E+15,2021-10-01,407,YES,3,15774,2002-03-01,2007
2134,122,Visa,Credit,4.98242E+15,2023-10-01,669,YES,2,8800,2006-03-01,2015
1382,1118,Visa,Debit,4.33619E+15,2024-10-01,795,NO,1,26206,2018-02-01,2018
5274,1118,Mastercard,Debit,5.3819E+15,2021-04-01,179,YES,1,31113,2013-10-01,2013
667,1118,Mastercard,Credit,5.41642E+15,2020-02-01,460,YES,1,21100,2020-01-01,2020
362,1118,Visa,Credit,4.83309E+15,2023-06-01,461,YES,1,17100,2017-01-01,2017
1960,1118,Visa,Debit,4.55438E+15,2020-06-01,561,YES,1,66287,2020-02-01,2020
329,974,Mastercard,Credit,5.99821E+15,2020-08-01,214,YES,2,10900,2014-01-01,2014
1131,974,Visa,Debit,4.93832E+15,2007-07-01,181,YES,1,36271,2007-02-01,2010
2905,1274,Mastercard,Debit,5.67948E+15,2017-03-01,465,YES,2,5391,2006-05-01,2013
1075,1274,Visa,Debit,4.7994E+15,2020-12-01,310,YES,2,17537,2005-02-01,2010
3200,1274,Amex,Credit,3.50212E+14,2024-12-01,981,YES,2,10700,2018-05-01,2018
3149,1274,Mastercard,Debit,5.97372E+15,2023-09-01,38,YES,1,18573,2014-05-01,2014
1714,1274,Mastercard,Debit,5.03699E+15,2024-10-01,867,YES,1,18019,2020-02-01,2020
24,1274,Visa,Debit,4.18152E+15,2021-04-01,2,NO,2,15160,2001-01-01,2007
234,1453,Mastercard,Debit,5.45316E+15,2011-11-01,732,YES,2,4136,2010-01-01,2010
1117,1453,Mastercard,Debit,5.83617E+15,2024-11-01,80,YES,1,14561,2007-02-01,2015
668,337,Mastercard,Debit (Prepaid),5.54024E+15,2024-01-01,40,YES,2,86,2020-01-01,2020
3227,1023,Mastercard,Credit,5.07245E+15,2023-07-01,115,YES,2,17100,2001-06-01,2011
3603,1903,Visa,Credit,4.786E+15,2015-07-01,707,YES,2,12700,2015-06-01,2015
3568,1903,Mastercard,Debit,5.80971E+15,2020-05-01,678,YES,1,54517,2013-06-01,2013
2973,1903,Mastercard,Credit,5.9616E+15,2021-05-01,233,YES,2,14900,2008-05-01,2008
3085,604,Amex,Credit,3.59466E+14,2024-11-01,426,YES,1,16000,2011-05-01,2011
4369,604,Mastercard,Debit,5.41576E+15,2020-02-01,464,NO,2,30713,2011-08-01,2016
3434,604,Mastercard,Debit,5.40094E+15,2024-11-01,816,YES,2,33158,2009-06-01,2013
4280,604,Visa,Debit (Prepaid),4.1664E+15,2022-03-01,843,YES,2,29,2008-08-01,2014
2503,1637,Amex,Credit,3.27173E+14,2022-05-01,496,YES,1,21700,2006-04-01,2014
5319,1637,Visa,Credit,4.85104E+15,2022-05-01,485,YES,2,12500,2016-10-01,2016
256,1470,Visa,Debit,4.47458E+15,2020-07-01,20,NO,2,3365,2010-01-01,2010
2280,1470,Mastercard,Debit,5.19089E+15,2020-08-01,16,YES,1,14856,2011-03-01,2011
3392,1470,Mastercard,Debit,5.20589E+15,2023-08-01,839,YES,1,5989,2008-06-01,2014
3896,1470,Mastercard,Debit,5.79425E+15,2024-01-01,162,YES,3,4394,2009-07-01,2009
4050,1856,Visa,Debit (Prepaid),4.56132E+15,2023-06-01,420,YES,1,85,2016-07-01,2016
3939,1856,Mastercard,Credit,5.50742E+15,2018-07-01,551,YES,1,10600,2010-07-01,2013
257,1856,Visa,Debit,4.76609E+15,2016-03-01,750,YES,2,3909,2010-01-01,2010
5949,1856,Visa,Debit,4.54847E+15,2020-02-01,50,YES,1,1873,2008-12-01,2010
909,907,Visa,Debit,4.76439E+15,2022-03-01,429,YES,1,19643,2020-01-01,2020
3783,907,Mastercard,Credit,5.14025E+15,2022-05-01,989,YES,2,14700,2006-07-01,2008
5203,907,Mastercard,Credit,5.72507E+15,2019-06-01,353,NO,1,8800,2010-10-01,2010
669,1923,Mastercard,Credit,5.13254E+15,2022-05-01,14,NO,1,7900,2020-01-01,2020
2152,1923,Mastercard,Debit,5.27688E+15,2014-05-01,149,YES,2,12653,2007-03-01,2012
2041,1923,Discover,Credit,6.41626E+15,2022-05-01,101,NO,1,11400,2003-03-01,2014
3255,674,Mastercard,Credit,5.09868E+15,2021-01-01,475,NO,1,6500,2003-06-01,2012
4786,674,Mastercard,Debit,5.29674E+15,2021-02-01,637,YES,1,1407,2010-09-01,2018
2680,674,Mastercard,Debit,5.31755E+15,2013-04-01,455,YES,2,11402,2011-04-01,2011
2405,674,Mastercard,Debit,5.81986E+15,2021-03-01,395,YES,2,4501,1999-04-01,2015
5574,674,Mastercard,Debit,5.6153E+15,2022-02-01,923,YES,1,1399,2009-11-01,2009
5348,674,Mastercard,Debit,5.84373E+15,2020-10-01,170,YES,2,14466,1995-11-01,2007
47,674,Visa,Credit,4.4623E+15,2003-04-01,869,YES,1,8000,2003-01-01,2008
910,1665,Visa,Debit,4.39764E+15,2020-02-01,546,YES,1,31916,2020-01-01,2020
1961,548,Visa,Credit,4.15319E+15,2021-08-01,585,YES,3,7800,2020-02-01,2020
1185,548,Mastercard,Debit,5.15492E+15,2013-08-01,791,NO,1,570,2009-02-01,2010
6014,548,Mastercard,Debit,5.36466E+15,2023-06-01,944,YES,2,13187,2010-12-01,2010
1715,548,Mastercard,Debit (Prepaid),5.39708E+15,2020-02-01,796,YES,1,50,2020-02-01,2020
2651,209,Mastercard,Credit,5.75823E+15,2020-06-01,759,YES,1,8900,2010-04-01,2010
3795,209,Visa,Debit,4.30595E+15,2021-07-01,42,YES,2,10681,2006-07-01,2013
3218,209,Mastercard,Credit,5.21942E+15,2023-11-01,66,NO,2,2500,2000-06-01,2011
258,209,Visa,Credit,4.21424E+15,2020-05-01,231,YES,2,8700,2010-01-01,2010
5575,209,Mastercard,Debit,5.81489E+15,2024-02-01,110,YES,2,10227,2009-11-01,2012
4676,209,Mastercard,Debit,5.60709E+15,2021-12-01,968,YES,2,2507,2008-09-01,2010
2806,730,Visa,Credit,4.49819E+15,2021-01-01,230,YES,2,19400,1999-05-01,2011
1118,730,Mastercard,Debit,5.93046E+15,2023-08-01,617,NO,1,29268,2007-02-01,2010
4827,730,Visa,Debit,4.89342E+15,2024-10-01,941,YES,2,10756,2011-09-01,2011
1716,670,Mastercard,Debit (Prepaid),5.03503E+15,2021-08-01,144,YES,2,57,2020-02-01,2020
911,670,Visa,Debit,4.5567E+15,2020-05-01,31,YES,2,10705,2020-01-01,2020
5334,627,Visa,Credit,4.89759E+15,2021-08-01,424,YES,2,4200,2018-10-01,2018
2210,924,Visa,Credit,4.4634E+15,2017-09-01,944,YES,2,5800,2008-03-01,2011
2739,894,Visa,Credit,4.74416E+15,2020-02-01,983,YES,3,9300,2014-04-01,2014
4612,894,Mastercard,Debit (Prepaid),5.17383E+15,2009-08-01,140,YES,1,56,2006-09-01,2009
2123,894,Mastercard,Credit,5.83507E+15,2020-12-01,381,YES,1,8200,2006-03-01,2014
1717,1633,Mastercard,Debit (Prepaid),5.08104E+15,2022-12-01,912,NO,2,78,2020-02-01,2020
3038,1633,Amex,Credit,3.56561E+14,2020-06-01,388,NO,1,15000,2010-05-01,2015
5012,1633,Mastercard,Debit,5.35668E+15,2022-09-01,452,YES,1,11495,2004-10-01,2014
670,1633,Mastercard,Debit,5.77375E+15,2024-08-01,145,YES,2,21982,2020-01-01,2020
671,1593,Mastercard,Debit,5.27172E+15,2021-05-01,709,YES,1,20278,2020-01-01,2020
1718,1593,Mastercard,Debit,5.84604E+15,2020-02-01,788,NO,2,13139,2020-02-01,2020
912,1593,Visa,Credit,4.85589E+15,2022-10-01,943,YES,1,9900,2020-01-01,2020
1962,1593,Visa,Credit,4.06339E+15,2023-03-01,599,YES,1,8900,2020-02-01,2020
2516,720,Visa,Debit,4.28917E+15,2013-06-01,338,NO,1,4976,2006-04-01,2014
4136,720,Mastercard,Debit,5.54945E+15,2021-08-01,647,YES,1,974,2004-08-01,2008
1963,720,Visa,Credit,4.34031E+15,2024-04-01,147,YES,2,2000,2020-02-01,2020
2239,264,Visa,Credit,4.27759E+15,2022-03-01,388,YES,2,10600,2009-03-01,2011
2729,827,Mastercard,Credit,5.24652E+15,2024-05-01,408,YES,2,7100,2014-04-01,2014
2836,827,Visa,Credit,4.99588E+15,2024-08-01,532,YES,1,6800,2002-05-01,2012
3897,827,Mastercard,Debit,5.46523E+15,2024-08-01,675,YES,2,4887,2009-07-01,2015
4514,827,Mastercard,Debit,5.44757E+15,2012-10-01,975,YES,2,8133,2001-09-01,2012
2815,414,Mastercard,Debit,5.48931E+15,2022-02-01,555,YES,1,62703,2001-05-01,2007
3958,414,Visa,Credit,4.56505E+15,2018-07-01,13,YES,1,23500,2010-07-01,2010
235,1439,Mastercard,Debit,5.28985E+15,2017-11-01,351,YES,2,10707,2010-01-01,2010
6094,1439,Visa,Debit,4.41915E+15,2022-11-01,287,YES,1,18945,2013-12-01,2013
2246,843,Discover,Credit,6.42395E+15,2023-03-01,419,YES,2,6600,2010-03-01,2011
913,843,Visa,Debit (Prepaid),4.50938E+15,2022-05-01,775,NO,1,57,2020-01-01,2020
4828,843,Visa,Debit,4.76125E+15,2022-03-01,492,YES,1,11996,2011-09-01,2011
4370,843,Mastercard,Debit,5.4133E+15,2021-10-01,231,YES,1,18026,2011-08-01,2011
184,843,Visa,Debit,4.44172E+15,2017-03-01,895,YES,2,10495,2008-01-01,2011
4081,843,Visa,Debit,4.94107E+15,2021-05-01,841,NO,2,9946,2019-07-01,2019
2592,1008,Visa,Debit,4.34165E+15,2023-01-01,76,YES,2,20245,2008-04-01,2008
5850,1008,Visa,Credit,4.92186E+15,2020-02-01,790,NO,1,5100,2005-12-01,2010
2325,1008,Visa,Debit,4.40213E+15,2022-05-01,178,YES,1,36515,2013-03-01,2013
382,1008,Mastercard,Debit,5.03685E+15,2024-12-01,88,YES,2,15306,2019-01-01,2019
4593,1008,Amex,Credit,3.98597E+14,2009-04-01,360,YES,1,20600,2006-09-01,2008
6036,1834,Amex,Credit,3.83503E+14,2022-06-01,767,YES,1,7300,2011-12-01,2011
1119,1834,Mastercard,Debit,5.77258E+15,2023-06-01,335,YES,2,10348,2007-02-01,2014
5617,1834,Mastercard,Credit,5.75402E+15,2016-03-01,279,YES,1,3300,2010-11-01,2010
1964,1126,Visa,Debit,4.22414E+15,2022-03-01,4,YES,1,20318,2020-02-01,2020
672,881,Mastercard,Debit,5.54605E+15,2020-05-01,380,YES,1,28163,2020-01-01,2020
4732,881,Mastercard,Debit (Prepaid),5.26624E+15,2024-10-01,868,YES,2,63,2009-09-01,2011
4439,881,Visa,Debit,4.82256E+15,2018-04-01,967,YES,1,31491,2014-08-01,2014
4287,881,Amex,Credit,3.7266E+14,2021-10-01,981,YES,1,22700,2009-08-01,2009
5714,679,Visa,Debit (Prepaid),4.4486E+15,2016-11-01,934,YES,2,73,2015-11-01,2015
2894,679,Amex,Credit,3.26702E+14,2017-11-01,478,YES,1,9900,2006-05-01,2007
5972,679,Mastercard,Debit,5.63617E+15,2021-04-01,14,YES,2,14713,2009-12-01,2011
3741,679,Mastercard,Debit,5.50851E+15,2023-05-01,468,YES,2,2290,2005-07-01,2011
673,1333,Mastercard,Debit,5.49442E+15,2020-01-01,181,NO,1,28203,2020-01-01,2020
674,1333,Mastercard,Credit,5.91793E+15,2020-01-01,876,YES,1,30200,2020-01-01,2020
1719,1333,Mastercard,Debit,5.66434E+15,2021-11-01,184,YES,2,3565,2020-02-01,2020
675,1333,Mastercard,Debit,5.69733E+15,2020-06-01,916,YES,1,3565,2020-01-01,2020
1199,398,Visa,Debit,4.80101E+15,2021-03-01,290,YES,1,17111,2009-02-01,2010
2012,398,Visa,Debit,4.58376E+15,2021-08-01,812,YES,2,21264,1999-03-01,2009
5323,398,Mastercard,Debit,5.44955E+15,2020-02-01,419,YES,1,15125,2017-10-01,2017
2337,398,Visa,Debit,4.7296E+15,2020-02-01,830,YES,2,16472,2014-03-01,2014
676,151,Mastercard,Credit,5.08799E+15,2021-11-01,691,NO,2,12800,2020-01-01,2020
1037,106,Mastercard,Debit,5.81057E+15,2020-11-01,736,YES,2,11154,2004-02-01,2007
4654,106,Visa,Debit,4.22233E+15,2007-11-01,364,YES,1,19419,2007-09-01,2010
2124,106,Mastercard,Credit,5.41624E+15,2022-06-01,790,YES,2,9100,2006-03-01,2011
3484,106,Mastercard,Debit,5.83479E+15,2022-05-01,402,YES,1,9471,2010-06-01,2011
5310,106,Visa,Debit,4.14424E+15,2024-02-01,279,YES,2,10331,2015-10-01,2015
2794,1784,Mastercard,Credit,5.86288E+15,2004-11-01,716,YES,1,15900,1997-05-01,2009
5330,1924,Mastercard,Credit,5.98624E+15,2020-05-01,357,YES,1,5200,2018-10-01,2018
5739,671,Mastercard,Credit,5.66771E+15,2020-02-01,982,YES,1,8600,2018-11-01,2018
5592,671,Visa,Credit,4.71187E+15,2024-05-01,453,YES,1,8700,2009-11-01,2009
3485,1472,Mastercard,Debit,5.35291E+15,2018-03-01,231,YES,1,25236,2010-06-01,2011
2196,1472,Mastercard,Credit,5.6539E+15,2011-02-01,81,YES,2,10400,2008-03-01,2008
3393,1472,Mastercard,Debit (Prepaid),5.40304E+15,2024-10-01,879,YES,2,38,2008-06-01,2013
4647,855,Mastercard,Debit (Prepaid),5.41926E+15,2020-09-01,839,YES,1,106,2007-09-01,2010
3670,855,Visa,Debit,4.73076E+15,2021-04-01,269,YES,1,15975,2001-07-01,2011
5916,855,Visa,Debit,4.67851E+15,2023-12-01,404,YES,2,12188,2007-12-01,2011
5715,855,Visa,Debit,4.11803E+15,2022-03-01,471,YES,2,11928,2015-11-01,2015
2702,855,Mastercard,Debit,5.06074E+15,2021-08-01,638,YES,2,13841,2012-04-01,2012
4317,981,Amex,Credit,3.86475E+14,2024-03-01,151,YES,1,7500,2010-08-01,2011
3828,1030,Visa,Debit,4.50412E+15,2013-09-01,420,YES,2,4269,2007-07-01,2009
2936,1030,Mastercard,Credit,5.61588E+15,2024-02-01,761,YES,2,12600,2007-05-01,2011
2415,1030,Amex,Credit,3.35571E+14,2003-09-01,193,YES,1,16500,2001-04-01,2016
4677,1030,Mastercard,Debit,5.94371E+15,2008-11-01,212,YES,1,19152,2008-09-01,2009
4072,384,Visa,Debit,4.56308E+15,2024-02-01,522,YES,2,19349,2018-07-01,2018
4492,80,Visa,Debit,4.74946E+15,2022-09-01,680,YES,2,1703,1997-09-01,2009
307,80,Visa,Credit,4.28124E+15,2017-06-01,240,YES,2,2800,2012-01-01,2012
2689,80,Visa,Debit,4.32102E+15,2024-02-01,881,YES,1,13569,2011-04-01,2011
3829,80,Visa,Credit,4.29043E+15,2024-01-01,638,YES,1,10700,2007-07-01,2008
3917,80,Visa,Credit,4.13557E+15,2022-06-01,582,YES,2,14500,2009-07-01,2009
5027,1331,Mastercard,Debit (Prepaid),5.37601E+15,2021-09-01,68,YES,1,26,2005-10-01,2010
6130,205,Visa,Debit,4.7056E+15,2021-05-01,524,YES,2,25621,2016-12-01,2016
3620,205,Mastercard,Debit,5.75124E+15,2024-05-01,167,YES,1,12193,2017-06-01,2017
3639,205,Visa,Debit,4.20906E+15,2018-07-01,375,YES,1,14247,2018-06-01,2018
2861,205,Mastercard,Debit,5.62405E+15,2020-02-01,78,YES,2,14859,2004-05-01,2009
5037,1048,Visa,Credit,4.72982E+15,2014-09-01,625,NO,2,13400,2005-10-01,2011
2048,1048,Mastercard,Credit,5.92302E+15,2020-08-01,116,YES,2,12500,2003-03-01,2003
4509,1048,Amex,Credit,3.46056E+14,2009-12-01,56,YES,2,3800,2001-09-01,2009
2542,1048,Mastercard,Debit,5.42447E+15,2014-06-01,575,YES,2,22527,2007-04-01,2011
677,1801,Mastercard,Debit,5.58807E+15,2020-09-01,126,YES,1,7284,2020-01-01,2020
5266,1490,Visa,Debit,4.02058E+15,2022-04-01,526,YES,1,22856,2012-10-01,2012
1369,1490,Visa,Debit,4.03345E+15,2021-01-01,434,YES,1,20225,2016-02-01,2016
1965,1490,Visa,Debit,4.58553E+15,2020-02-01,364,NO,1,15742,2020-02-01,2020
5950,1490,Visa,Credit,4.75197E+15,2021-11-01,581,NO,1,11400,2008-12-01,2008
2524,818,Amex,Credit,3.68779E+14,2008-08-01,125,YES,1,6200,2007-04-01,2014
3728,818,Amex,Credit,3.78145E+14,2005-10-01,759,YES,2,500,2005-07-01,2009
5540,818,Mastercard,Credit,5.71905E+15,2021-11-01,971,YES,1,7100,2008-11-01,2017
5874,818,Visa,Debit,4.04373E+15,2022-03-01,390,YES,1,15522,2006-12-01,2015
992,818,Mastercard,Debit,5.24077E+15,2023-09-01,370,YES,2,19640,2001-02-01,2010
5499,1463,Mastercard,Debit,5.31454E+15,2020-06-01,410,YES,1,13930,2007-11-01,2010
